x,result
-8.0,-0.98935824662338
-7.75,-0.9945987791111762
-7.5,-0.9379999767747393
-7.25,-0.8230808790115041
-7.0,-0.6569865987187893
-6.75,-0.4500440737806179
-6.5,-0.21511998808781577
-6.25,0.033179216547556574
-6.0,0.27941549819892564
-5.75,0.5082790774992582
-5.5,0.7055403255703916
-5.25,0.8589344934265919
-5.0,0.9589242746631395
-4.75,0.9992927889753778
-4.5,0.9775301176650932
-4.25,0.8949893582285839
-4.0,0.7568024953079352
-3.75,0.5715613187423437
-3.5,0.3507832276896117
-3.25,0.10819513453010954
-3.0,-0.14112000805986785
-2.75,-0.38166099205232545
-2.5,-0.5984721441039559
-2.25,-0.7780731968879261
-2.0,-0.909297426825682
-1.75,-0.9839859468739343
-1.5,-0.9974949866040544
-1.25,-0.9489846193555869
-1.0,-0.8414709848078937
-0.75,-0.6816387600233341
-0.5,-0.479425538604203
-0.25,-0.24740395925452294
0.0,0.0
0.25,0.24740395925452294
0.5,0.479425538604203
0.75,0.6816387600233341
1.0,0.8414709848078937
1.25,0.9489846193555869
1.5,0.9974949866040544
1.75,0.9839859468739343
2.0,0.909297426825682
2.25,0.7780731968879261
2.5,0.5984721441039559
2.75,0.38166099205232545
3.0,0.14112000805986785
3.25,-0.10819513453010954
3.5,-0.3507832276896117
3.75,-0.5715613187423437
4.0,-0.7568024953079352
4.25,-0.8949893582285839
4.5,-0.9775301176650932
4.75,-0.9992927889753778
5.0,-0.9589242746631395
5.25,-0.8589344934265919
5.5,-0.7055403255703916
5.75,-0.5082790774992582
6.0,-0.27941549819892564
6.25,-0.033179216547556574
6.5,0.21511998808781577
6.75,0.4500440737806179
7.0,0.6569865987187893
7.25,0.8230808790115041
7.5,0.9379999767747393
7.75,0.9945987791111762
8.0,0.98935824662338
