x,result
0.05,2.2497534061339877E-4
0.3,0.008623433178469383
0.55,0.14184556085089714
0.8,7.3081852669918685
1.05,3197.553303829069
1.3,3.8240907099836963
1.55,0.49117885915651416
1.8,0.1517986798424941
2.05,0.06823965025761405
2.3,0.037649259156430394
2.55,0.02359773140485603
2.8,0.01612278319713367
3.05,0.011717281292251533
3.3,0.00891748545385996
3.55,0.007032541331680316
3.8,0.0057045377680989134
4.05,0.004733993366677985
4.3,0.00400298702126054
4.55,0.00343835325230421
4.8,0.002992818911488514
5.05,0.0026347716558060836
5.3,0.002342437925795621
5.55,0.0021004311832092766
5.8,0.0018976312909390264
6.05,0.0017258404866479465
6.3,0.001578907825178452
6.55,0.001452144701673178
6.8,0.001341926066940406
7.05,0.0012454129371427308
7.3,0.0011603558404277875
7.55,0.001084953324662359
7.8,0.0010177485881758916
